"Statistic Label","Quarter","State","UNIT","VALUE"
"Taxes on Products (Seasonally Adjusted)","2023Q2","State","Euro Million","6505"
"Taxes on Products (Seasonally Adjusted)","2023Q3","State","Euro Million","6417"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1995Q1","State","Euro Million","-483"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1995Q2","State","Euro Million","-460"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1995Q3","State","Euro Million","-740"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1995Q4","State","Euro Million","-524"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1996Q1","State","Euro Million","-562"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1996Q2","State","Euro Million","-520"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1996Q3","State","Euro Million","-856"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1996Q4","State","Euro Million","-593"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1997Q1","State","Euro Million","-637"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1997Q2","State","Euro Million","-667"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1997Q3","State","Euro Million","-645"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1997Q4","State","Euro Million","-618"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1998Q1","State","Euro Million","-604"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1998Q2","State","Euro Million","-669"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1998Q3","State","Euro Million","-566"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1998Q4","State","Euro Million","-665"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1999Q1","State","Euro Million","-573"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1999Q2","State","Euro Million","-574"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1999Q3","State","Euro Million","-623"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","1999Q4","State","Euro Million","-569"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2000Q1","State","Euro Million","-728"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2000Q2","State","Euro Million","-559"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2000Q3","State","Euro Million","-460"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2000Q4","State","Euro Million","-580"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2001Q1","State","Euro Million","-474"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2001Q2","State","Euro Million","-358"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2001Q3","State","Euro Million","-554"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2001Q4","State","Euro Million","-517"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2002Q1","State","Euro Million","-540"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2002Q2","State","Euro Million","-574"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2002Q3","State","Euro Million","-599"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2002Q4","State","Euro Million","-669"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2003Q1","State","Euro Million","-546"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2003Q2","State","Euro Million","-554"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2003Q3","State","Euro Million","-592"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2003Q4","State","Euro Million","-625"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2004Q1","State","Euro Million","-660"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2004Q2","State","Euro Million","-591"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2004Q3","State","Euro Million","-480"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2004Q4","State","Euro Million","-594"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2005Q1","State","Euro Million","-360"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2005Q2","State","Euro Million","-374"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2005Q3","State","Euro Million","-321"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2005Q4","State","Euro Million","-531"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2006Q1","State","Euro Million","-294"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2006Q2","State","Euro Million","-298"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2006Q3","State","Euro Million","-342"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2006Q4","State","Euro Million","-274"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2007Q1","State","Euro Million","-328"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2007Q2","State","Euro Million","-343"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2007Q3","State","Euro Million","-371"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2007Q4","State","Euro Million","-239"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2008Q1","State","Euro Million","-386"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2008Q2","State","Euro Million","-351"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2008Q3","State","Euro Million","-347"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2008Q4","State","Euro Million","-243"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2009Q1","State","Euro Million","-320"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2009Q2","State","Euro Million","-354"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2009Q3","State","Euro Million","-332"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2009Q4","State","Euro Million","-339"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2010Q1","State","Euro Million","-328"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2010Q2","State","Euro Million","-266"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2010Q3","State","Euro Million","-296"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2010Q4","State","Euro Million","-314"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2011Q1","State","Euro Million","-290"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2011Q2","State","Euro Million","-289"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2011Q3","State","Euro Million","-282"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2011Q4","State","Euro Million","-291"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2012Q1","State","Euro Million","-282"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2012Q2","State","Euro Million","-292"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2012Q3","State","Euro Million","-282"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2012Q4","State","Euro Million","-315"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2013Q1","State","Euro Million","-294"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2013Q2","State","Euro Million","-298"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2013Q3","State","Euro Million","-290"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2013Q4","State","Euro Million","-249"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2014Q1","State","Euro Million","-259"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2014Q2","State","Euro Million","-258"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2014Q3","State","Euro Million","-252"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2014Q4","State","Euro Million","-252"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2015Q1","State","Euro Million","-233"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2015Q2","State","Euro Million","-232"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2015Q3","State","Euro Million","-235"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2015Q4","State","Euro Million","-231"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2016Q1","State","Euro Million","-243"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2016Q2","State","Euro Million","-242"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2016Q3","State","Euro Million","-243"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2016Q4","State","Euro Million","-248"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2017Q1","State","Euro Million","-244"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2017Q2","State","Euro Million","-245"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2017Q3","State","Euro Million","-250"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2017Q4","State","Euro Million","-256"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2018Q1","State","Euro Million","-256"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2018Q2","State","Euro Million","-258"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2018Q3","State","Euro Million","-266"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2018Q4","State","Euro Million","-275"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2019Q1","State","Euro Million","-256"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2019Q2","State","Euro Million","-259"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2019Q3","State","Euro Million","-273"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2019Q4","State","Euro Million","-283"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2020Q1","State","Euro Million","-353"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2020Q2","State","Euro Million","-366"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2020Q3","State","Euro Million","-345"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2020Q4","State","Euro Million","-336"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2021Q1","State","Euro Million","-409"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2021Q2","State","Euro Million","-402"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2021Q3","State","Euro Million","-421"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2021Q4","State","Euro Million","-428"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2022Q1","State","Euro Million","-423"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2022Q2","State","Euro Million","-403"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2022Q3","State","Euro Million","-420"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2022Q4","State","Euro Million","-413"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2023Q1","State","Euro Million","-401"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2023Q2","State","Euro Million","-421"
"Subsidies on Products (chain linked annually ref to 2019) (Seasonally Adjusted)","2023Q3","State","Euro Million","-415"
"GDP at Constant Market Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","24476"
"GDP at Constant Market Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","24768"
"GDP at Constant Market Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","24956"
"GDP at Constant Market Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","25350"
"GDP at Constant Market Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","26401"
"GDP at Constant Market Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","26755"
"GDP at Constant Market Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","26511"
"GDP at Constant Market Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","26889"
"GDP at Constant Market Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","28302"
"GDP at Constant Market Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","29349"
"GDP at Constant Market Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","29733"
"GDP at Constant Market Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","30312"
"GDP at Constant Market Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","31208"
"GDP at Constant Market Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","31835"
"GDP at Constant Market Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","33002"
"GDP at Constant Market Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","32189"
"GDP at Constant Market Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","34216"
"GDP at Constant Market Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","34477"
"GDP at Constant Market Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","35828"
"GDP at Constant Market Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","36643"
"GDP at Constant Market Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","37040"
"GDP at Constant Market Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","38060"
"GDP at Constant Market Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","38877"
"GDP at Constant Market Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","39111"
"GDP at Constant Market Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","39748"
"GDP at Constant Market Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","40506"
"GDP at Constant Market Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","40355"
"GDP at Constant Market Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","41139"
"GDP at Constant Market Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","41745"
"GDP at Constant Market Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","42325"
"GDP at Constant Market Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","43080"
"GDP at Constant Market Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","43798"
"GDP at Constant Market Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","43508"
"GDP at Constant Market Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","43895"
"GDP at Constant Market Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","44066"
"GDP at Constant Market Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","46614"
"GDP at Constant Market Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","46262"
"GDP at Constant Market Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","47610"
"GDP at Constant Market Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","47117"
"GDP at Constant Market Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","48548"
"GDP at Constant Market Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","49156"
"GDP at Constant Market Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","50420"
"GDP at Constant Market Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","49762"
"GDP at Constant Market Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","51661"
"GDP at Constant Market Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","52215"
"GDP at Constant Market Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","52592"
"GDP at Constant Market Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","53100"
"GDP at Constant Market Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","53528"
"GDP at Constant Market Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","56174"
"GDP at Constant Market Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","55598"
"GDP at Constant Market Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","54297"
"GDP at Constant Market Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","56382"
"GDP at Constant Market Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","54758"
"GDP at Constant Market Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","53640"
"GDP at Constant Market Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","53499"
"GDP at Constant Market Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","50949"
"GDP at Constant Market Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","50832"
"GDP at Constant Market Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","50658"
"GDP at Constant Market Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","50513"
"GDP at Constant Market Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","49297"
"GDP at Constant Market Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","50652"
"GDP at Constant Market Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","50643"
"GDP at Constant Market Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","51061"
"GDP at Constant Market Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","50933"
"GDP at Constant Market Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","51178"
"GDP at Constant Market Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","52000"
"GDP at Constant Market Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","51222"
"GDP at Constant Market Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","51331"
"GDP at Constant Market Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","50754"
"GDP at Constant Market Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","52222"
"GDP at Constant Market Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","51252"
"GDP at Constant Market Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","51298"
"GDP at Constant Market Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","50764"
"GDP at Constant Market Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","52003"
"GDP at Constant Market Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","53550"
"GDP at Constant Market Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","52864"
"GDP at Constant Market Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","55181"
"GDP at Constant Market Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","56795"
"GDP at Constant Market Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","57266"
"GDP at Constant Market Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","57376"
"GDP at Constant Market Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","69645"
"GDP at Constant Market Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","67627"
"GDP at Constant Market Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","69372"
"GDP at Constant Market Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","70156"
"GDP at Constant Market Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","68389"
"GDP at Constant Market Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","69034"
"GDP at Constant Market Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","69130"
"GDP at Constant Market Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","76671"
"GDP at Constant Market Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","74689"
"GDP at Constant Market Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","75245"
"GDP at Constant Market Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","79090"
"GDP at Constant Market Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","82414"
"GDP at Constant Market Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","82938"
"GDP at Constant Market Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","84432"
"GDP at Constant Market Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","84824"
"GDP at Constant Market Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","86077"
"GDP at Constant Market Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","87142"
"GDP at Constant Market Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","88738"
"GDP at Constant Market Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","89948"
"GDP at Constant Market Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","91301"
"GDP at Constant Market Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","94102"
"GDP at Constant Market Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","88912"
"GDP at Constant Market Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","99968"
"GDP at Constant Market Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","94947"
"GDP at Constant Market Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","105358"
"GDP at Constant Market Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","108179"
"GDP at Constant Market Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","111703"
"GDP at Constant Market Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","108447"
"GDP at Constant Market Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","115097"
"GDP at Constant Market Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","117903"
"GDP at Constant Market Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","122015"
"GDP at Constant Market Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","120089"
"GDP at Constant Market Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","117833"
"GDP at Constant Market Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","117404"
"GDP at Constant Market Prices (Seasonally Adjusted)","2023Q3","State","Euro Million","115160"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1995Q1","State","Euro Million","-1759"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1995Q2","State","Euro Million","-1742"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1995Q3","State","Euro Million","-1651"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1995Q4","State","Euro Million","-1848"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1996Q1","State","Euro Million","-1994"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1996Q2","State","Euro Million","-1975"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1996Q3","State","Euro Million","-1747"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1996Q4","State","Euro Million","-2009"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1997Q1","State","Euro Million","-2515"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1997Q2","State","Euro Million","-2494"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1997Q3","State","Euro Million","-2007"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1997Q4","State","Euro Million","-2381"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1998Q1","State","Euro Million","-2416"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1998Q2","State","Euro Million","-2854"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1998Q3","State","Euro Million","-3114"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1998Q4","State","Euro Million","-2708"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1999Q1","State","Euro Million","-2885"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1999Q2","State","Euro Million","-3342"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1999Q3","State","Euro Million","-4081"
"Net Factor Income from Rest of World (Seasonally Adjusted)","1999Q4","State","Euro Million","-3984"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2000Q1","State","Euro Million","-3730"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2000Q2","State","Euro Million","-3307"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2000Q3","State","Euro Million","-4261"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2000Q4","State","Euro Million","-4540"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2001Q1","State","Euro Million","-4387"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2001Q2","State","Euro Million","-5068"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2001Q3","State","Euro Million","-5262"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2001Q4","State","Euro Million","-5318"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2002Q1","State","Euro Million","-6276"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2002Q2","State","Euro Million","-6004"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2002Q3","State","Euro Million","-6189"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2002Q4","State","Euro Million","-6587"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2003Q1","State","Euro Million","-6086"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2003Q2","State","Euro Million","-5753"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2003Q3","State","Euro Million","-5671"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2003Q4","State","Euro Million","-6296"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2004Q1","State","Euro Million","-6118"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2004Q2","State","Euro Million","-6161"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2004Q3","State","Euro Million","-6307"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2004Q4","State","Euro Million","-6439"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2005Q1","State","Euro Million","-6556"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2005Q2","State","Euro Million","-7390"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2005Q3","State","Euro Million","-6311"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2005Q4","State","Euro Million","-6642"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2006Q1","State","Euro Million","-6787"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2006Q2","State","Euro Million","-6273"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2006Q3","State","Euro Million","-7870"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2006Q4","State","Euro Million","-6228"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2007Q1","State","Euro Million","-8154"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2007Q2","State","Euro Million","-8091"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2007Q3","State","Euro Million","-7058"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2007Q4","State","Euro Million","-8186"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2008Q1","State","Euro Million","-6754"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2008Q2","State","Euro Million","-6928"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2008Q3","State","Euro Million","-8049"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2008Q4","State","Euro Million","-7287"
"Net Factor Income from Rest of World (Seasonally Adjusted)","2009Q1","State","Euro Million","-7856"
